0.0377872,8.969863,17.840174,10.409589,20.830036,-1.58227729287181,-4.30811719031189
0.0838416,8.989171,17.830367,10.340619,20.868915,-1.44042839618672,-4.13999930551498
0.11512,8.873322,17.800944,10.340619,20.878635,-2.05838830193292,-3.8615794354706
0.1451696,8.902284,17.849982,10.380031,20.936955,-2.08051544127693,-3.90104508363427
0.1864016,8.805743,17.908827,10.350472,20.985554,-2.29758286826291,-3.43010425339381
0.218984,8.709202,17.948058,10.320913,21.053594,-2.66054553156659,-2.9590865595572
0.2488768,8.631969,18.046133,10.222384,21.092473,-2.37182673986497,-2.31810799282562
0.2776832,8.535428,18.065749,10.173120,21.024434,-2.27874980693723,-1.99204272192841
0.3301536,8.467850,18.134402,10.094296,21.024434,-2.0022606194798,-1.51315688451212
0.3605264,8.400271,18.350168,10.133708,21.102193,-1.80893047447805,-1.06687054077263
0.3889376,8.352001,18.369784,10.054885,21.121633,-1.71949377215252,-0.677195038755158
0.4417312,8.380963,18.418821,10.074591,21.218832,-1.80859543771506,-0.625013305495081
0.4701504,8.352001,18.418821,10.045032,21.218832,-1.82325759707558,-0.468142736656418
0.5014976,8.332692,18.418821,9.976062,21.150793,-1.4282524414549,-0.315590974616214
0.5416736,8.380963,18.310938,10.064738,21.034154,-1.57162383944864,-0.965176978333972
0.5739616,8.419579,18.301130,10.035179,21.043874,-1.38684280314151,-0.989612649709926
0.604296,8.448542,18.193247,10.133708,21.111913,-2.28026005788888,-1.38153728451982
0.6352992,8.448542,18.203055,10.104149,21.141073,-2.23929542091784,-1.25324017886733
0.6802336,8.409925,18.232477,10.104149,21.199392,-2.476977755459,-1.0393559044528
0.7252368,8.506466,18.222670,10.094296,21.121633,-1.82583510045766,-1.38155750083546
0.762688,8.448542,18.173632,10.114002,21.141073,-2.39202095787458,-1.3167583569225
0.797944,8.429233,18.173632,10.202678,21.170232,-2.87470836357185,-1.46528719205405
0.8263824,8.419579,18.154017,10.182973,21.170232,-2.92551166795164,-1.41167654049348
0.85892,8.448542,18.183440,10.163267,21.238272,-2.85516383239101,-1.31339853536201
0.9076768,8.477504,18.203055,10.123855,21.228552,-2.490816966398,-1.27304338406177
0.938952,8.429233,18.183440,10.084444,21.306311,-2.89621233325152,-0.965598664688528
0.9689456,8.419579,18.104979,10.094296,21.218832,-2.98657969725248,-1.17492400121024
1.01044,8.371309,18.114787,10.104149,21.141073,-2.90918909517213,-1.15767044846934
1.0417312,8.429233,18.055941,10.074591,21.131353,-2.77767849204803,-1.32061759621635
1.0714256,8.477504,18.173632,10.104149,21.150793,-2.27461106499508,-1.35559375630089
1.1051568,8.516120,18.232477,10.133708,21.189672,-2.11723403747014,-1.41424626650257
1.1427056,8.429233,18.291323,10.133708,21.141073,-2.06302813137696,-1.169426840429
1.1827424,8.506466,18.163824,10.153414,21.043874,-1.99869668937662,-1.7124859665649
1.2164272,8.448542,18.203055,10.133708,21.073033,-2.10672926608025,-1.41831278602968
1.2667792,8.496812,18.281515,10.104149,21.063313,-1.46075103854234,-1.38142421772582
1.2964048,8.496812,18.301130,10.005620,21.034154,-0.940000891383974,-1.12977578661156
1.3502176,8.467850,18.418821,10.064738,21.004994,-0.687941958324627,-1.09903973662198
1.387712,8.448542,18.389399,10.064738,20.995274,-0.849592653666264,-1.0966080249424
1.4214272,8.525774,18.438437,9.976062,21.004994,-0.0699154465911747,-0.992052095315486
1.4489296,8.545082,18.477667,10.094296,20.936955,-0.0106920833034643,-1.39588239606025
1.4988832,8.516120,18.399206,10.045032,20.927235,-0.234825306516125,-1.29820953194045
1.5302368,8.438887,18.487474,9.966209,20.975834,-0.0854959643945463,-0.707593949997651
1.5602736,8.467850,18.556127,9.985915,21.014714,0.100574774746804,-0.703618644231568
1.6013856,8.419579,18.546320,9.936650,20.995274,0.10781924390171,-0.478311702914631
1.631416,8.400271,18.614973,9.887386,21.073033,0.205591921315547,-0.111583496282321
