0.0340496,8.092261,14.447440,17.003244,21.529869,-12.5183560000483,-8.46717228001369
0.0664112,8.092261,14.477210,16.886116,21.597908,-12.2566559740902,-8.05941104090537
0.09496,8.044003,14.556599,16.778749,21.597908,-11.8354775348496,-7.59413720863553
0.1451392,8.024700,14.685605,16.739707,21.792306,-11.754440570865,-6.97521637977363
0.177488,8.072958,14.616140,16.808031,21.617348,-11.5688120285054,-7.60300797422779
0.2062864,8.130868,14.526828,16.876355,21.597908,-11.8372074039598,-8.04726945332505
0.2465168,8.130868,14.516904,16.788510,21.345191,-10.9824885413962,-8.2555622564659
0.2774928,8.237035,14.616140,16.817792,21.277151,-9.96436186559966,-8.50667891867527
0.3076464,8.285293,14.586369,16.808031,21.111913,-9.41468122781854,-8.8923704539876
0.3402848,8.391461,14.586369,16.876355,20.995274,-8.81408691842367,-9.45670473326236
0.3840224,8.430067,14.725299,16.895877,21.034154,-8.18717078695829,-9.30798238911179
0.4115088,8.574841,14.784840,16.886116,20.898075,-6.89725373203409,-9.72103104989607
0.454184,8.565190,14.933693,16.905637,20.878635,-6.28969121483782,-9.54196922230791
0.502504,8.623099,14.884076,16.866595,20.791156,-5.91005532003962,-9.79547157892229
0.5336576,8.661706,14.844381,16.964201,20.509279,-5.4119375678978,-10.5935838139889
0.5638672,8.738918,14.735222,16.973962,20.480119,-5.49831187042319,-10.9997920064141
0.6138016,8.806480,14.764993,17.071568,20.518999,-5.44700181060603,-11.2476605373123
0.6449728,8.816131,14.665758,17.247259,20.489839,-6.23585792973606,-11.8482016540333
0.679064,8.941602,14.616140,17.247259,20.373200,-5.58826862418538,-12.3805213935786
0.7164112,8.874041,14.566522,17.257020,20.305161,-5.94044408606605,-12.4452124174857
0.7476448,8.931950,14.437516,17.335105,20.042723,-5.74755734765049,-13.3663297379002
0.7775712,9.086376,14.685605,17.422950,20.091323,-4.36859390974146,-13.4006521174633
0.8115696,9.105679,14.864229,17.364387,20.071883,-3.30093632220387,-13.0622757092462
0.8490576,9.105679,14.784840,17.354626,19.809446,-2.89063896618342,-13.591793569762
0.8790656,9.096027,14.675681,17.364387,19.751126,-3.26981984380113,-13.8638215097841
0.9103312,9.076724,14.665758,17.461993,19.673367,-3.45165128070126,-14.1723488364125
0.954192,9.192543,14.516904,17.569360,19.731687,-4.05326623354186,-14.7903033744328
1.0016288,9.105679,14.467287,17.696248,19.838605,-5.28835441588384,-14.7803513284681
